Signal Legend:

Key        Signal Name

0        = HSMC_ADC_DB[13..0]
1        = HSMC_ADC_OTR_B
2        = HSMC_ADC_OTR_A

Data Table:

Signals-> 0     1 2 

sample

-4983     8866  0 0 
-4982     8866  0 0 
-4981     8866  0 0 
-4980     9919  0 0 
-4979     9245  0 0 
-4978     9245  0 0 
-4977     9245  0 0 
-4976     9629  0 0 
-4975     9612  0 0 
-4974     9612  0 0 
-4973     9612  0 0 
-4972     10220 0 0 
-4971     9964  0 0 
-4970     9964  0 0 
-4969     9964  0 0 
-4968     11964 0 0 
-4967     10302 0 0 
-4966     10302 0 0 
-4965     10302 0 0 
-4964     10654 0 0 
-4963     10640 0 0 
-4962     10640 0 0 
-4961     10640 0 0 
-4960     11216 0 0 
-4959     10962 0 0 
-4958     10962 0 0 
-4957     10962 0 0 
-4956     8126  0 0 
-4955     5422  0 0 
-4954     5422  0 0 
-4953     5422  0 0 
-4952     5627  0 0 
-4951     5625  0 0 
-4950     5625  0 0 
-4949     5625  0 0 
-4948     6077  0 0 
-4947     6070  0 0 
-4946     6070  0 0 
-4945     6070  0 0 
-4944     8182  0 0 
-4943     6516  0 0 
-4942     6516  0 0 
-4941     6516  0 0 
-4940     6941  0 0 
-4939     6937  0 0 
-4938     6937  0 0 
-4937     6937  0 0 
-4936     8125  0 0 
-4935     7343  0 0 
-4934     7343  0 0 
-4933     7343  0 0 
-4932     7855  0 0 
-4931     7726  0 0 
-4930     7726  0 0 
-4929     7726  0 0 
-4928     8106  0 0 
-4927     8096  0 0 
-4926     8096  0 0 
-4925     8096  0 0 
-4924     14208 0 0 
-4923     8450  0 0 
-4922     8450  0 0 
-4921     8450  0 0 
-4920     9047  0 0 
-4919     8791  0 0 
-4918     8791  0 0 
-4917     8791  0 0 
-4916     9143  0 0 
-4915     9121  0 0 
-4914     9121  0 0 
-4913     9121  0 0 
-4912     10233 0 0 
-4911     9434  0 0 
-4910     9434  0 0 
-4909     9434  0 0 
-4908     9887  0 0 
-4907     9741  0 0 
-4906     9741  0 0 
-4905     9741  0 0 
-4904     10037 0 0 
-4903     10039 0 0 
-4902     10039 0 0 
-4901     10039 0 0 
-4900     12119 0 0 
-4899     10324 0 0 
-4898     10324 0 0 
-4897     10324 0 0 
-4896     10620 0 0 
-4895     10606 0 0 
-4894     10606 0 0 
-4893     10606 0 0 
-4892     11135 0 0 
-4891     10873 0 0 
-4890     10873 0 0 
-4889     10873 0 0 
-4888     7865  0 0 
-4887     5280  0 0 
-4886     5280  0 0 
-4885     5280  0 0 
-4884     5549  0 0 
-4883     5421  0 0 
-4882     5421  0 0 
-4881     5421  0 0 
-4880     6069  0 0 
-4879     5815  0 0 
-4878     5815  0 0 
-4877     5815  0 0 
-4876     7871  0 0 
-4875     6207  0 0 
-4874     6207  0 0 
-4873     6207  0 0 
-4872     6591  0 0 
-4871     6582  0 0 
-4870     6582  0 0 
-4869     6582  0 0 
-4868     7062  0 0 
-4867     6934  0 0 
-4866     6934  0 0 
-4865     6934  0 0 
-4864     8054  0 0 
-4863     7268  0 0 
-4862     7268  0 0 
-4861     7268  0 0 
-4860     7613  0 0 
-4859     7583  0 0 
-4858     7583  0 0 
-4857     7583  0 0 
-4856     8159  0 0 
-4855     7886  0 0 
-4854     7886  0 0 
-4853     7886  0 0 
-4852     8178  0 0 
-4851     8178  0 0 
-4850     8178  0 0 
-4849     8178  0 0 
-4848     16278 0 0 
-4847     8454  0 0 
-4846     8454  0 0 
-4845     8454  0 0 
-4844     8982  0 0 
-4843     8726  0 0 
-4842     8726  0 0 
-4841     8726  0 0 
-4840     8982  0 0 
-4839     8982  0 0 
-4838     8982  0 0 
-4837     8982  0 0 
-4836     10015 0 0 
-4835     9231  0 0 
-4834     9231  0 0 
-4833     9231  0 0 
-4832     9342  0 0 
-4831     9470  0 0 
-4830     9470  0 0 
-4829     9470  0 0 
-4828     9726  0 0 
-4827     9696  0 0 
-4826     9696  0 0 
-4825     9696  0 0 
-4824     10173 0 0 
-4823     9919  0 0 
-4822     9919  0 0 
-4821     9919  0 0 
-4820     10143 0 0 
-4819     10134 0 0 
-4818     10134 0 0 
-4817     10134 0 0 
-4816     12278 0 0 
-4815     10342 0 0 
-4814     10342 0 0 
-4813     10342 0 0 
-4812     10543 0 0 
-4811     10539 0 0 
-4810     10539 0 0 
-4809     10539 0 0 
-4808     10730 0 0 
-4807     10728 0 0 
-4806     10728 0 0 
-4805     10728 0 0 
-4804     11196 0 0 
-4803     10910 0 0 
-4802     10910 0 0 
-4801     10910 0 0 
-4800     7935  0 0 
-4799     5231  0 0 
-4798     5231  0 0 
-4797     5231  0 0 
-4796     5295  0 0 
-4795     5286  0 0 
-4794     5286  0 0 
-4793     5286  0 0 
-4792     5631  0 0 
-4791     5597  0 0 
-4790     5597  0 0 
-4789     5597  0 0 
-4788     6045  0 0 
-4787     5912  0 0 
-4786     5912  0 0 
-4785     5912  0 0 
-4784     7993  0 0 
-4783     6203  0 0 
-4782     6203  0 0 
-4781     6203  0 0 
-4780     6475  0 0 
-4779     6474  0 0 
-4778     6474  0 0 
-4777     6474  0 0 
-4776     6991  0 0 
-4775     6725  0 0 
-4774     6725  0 0 
-4773     6725  0 0 
-4772     6965  0 0 
-4771     6964  0 0 
-4770     6964  0 0 
-4769     6964  0 0 
-4768     7957  0 0 
-4767     7187  0 0 
-4766     7187  0 0 
-4765     7187  0 0 
-4764     7419  0 0 
-4763     7402  0 0 
-4762     7402  0 0 
-4761     7402  0 0 
-4760     7610  0 0 
-4759     7602  0 0 
-4758     7602  0 0 
-4757     7602  0 0 
-4756     8186  0 0 
-4755     7800  0 0 
-4754     7800  0 0 
-4753     7800  0 0 
-4752     7981  0 0 
-4751     7981  0 0 
-4750     7981  0 0 
-4749     7981  0 0 
-4748     8153  0 0 
-4747     8155  0 0 
-4746     8155  0 0 
-4745     8155  0 0 
-4744     14335 0 0 
-4743     8319  0 0 
-4742     8319  0 0 
-4741     8319  0 0 
-4740     8479  0 0 
-4739     8476  0 0 
-4738     8476  0 0 
-4737     8476  0 0 
-4736     8500  0 0 
-4735     8630  0 0 
-4734     8630  0 0 
-4733     8630  0 0 
-4732     9182  0 0 
-4731     8776  0 0 
-4730     8776  0 0 
-4729     8776  0 0 
-4728     8908  0 0 
-4727     8908  0 0 
-4726     8908  0 0 
-4725     8908  0 0 
-4724     9177  0 0 
-4723     9041  0 0 
-4722     9041  0 0 
-4721     9041  0 0 
-4720     9161  0 0 
-4719     9163  0 0 
-4718     9163  0 0 
-4717     9163  0 0 
-4716     10175 0 0 
-4715     9279  0 0 
-4714     9279  0 0 
-4713     9279  0 0 
-4712     9407  0 0 
-4711     9385  0 0 
-4710     9385  0 0 
-4709     9385  0 0 
-4708     9657  0 0 
-4707     9489  0 0 
-4706     9489  0 0 
-4705     9489  0 0 
-4704     9585  0 0 
-4703     9586  0 0 
-4702     9586  0 0 
-4701     9586  0 0 
-4700     9694  0 0 
-4699     9676  0 0 
-4698     9676  0 0 
-4697     9676  0 0 
-4696     10156 0 0 
-4695     9762  0 0 
-4694     9762  0 0 
-4693     9762  0 0 
-4692     9838  0 0 
-4691     9838  0 0 
-4690     9838  0 0 
-4689     9838  0 0 
-4688     9919  0 0 
-4687     9909  0 0 
-4686     9909  0 0 
-4685     9909  0 0 
-4684     9973  0 0 
-4683     9974  0 0 
-4682     9974  0 0 
-4681     9974  0 0 
-4680     10167 0 0 
-4679     10035 0 0 
-4678     10035 0 0 
-4677     10035 0 0 
-4676     10095 0 0 
-4675     10093 0 0 
-4674     10093 0 0 
-4673     10093 0 0 
-4672     10173 0 0 
-4671     10137 0 0 
-4670     10137 0 0 
-4669     10137 0 0 
-4668     10185 0 0 
-4667     10177 0 0 
-4666     10177 0 0 
-4665     10177 0 0 
-4664     10217 0 0 
-4663     10217 0 0 
-4662     10217 0 0 
-4661     10217 0 0 
-4660     12207 0 0 
-4659     10246 0 0 
-4658     10246 0 0 
-4657     10246 0 0 
-4656     10275 0 0 
-4655     10275 0 0 
-4654     10275 0 0 
-4653     10275 0 0 
-4652     10295 0 0 
-4651     10294 0 0 
-4650     10294 0 0 
-4649     10294 0 0 
-4648     10327 0 0 
-4647     10309 0 0 
-4646     10309 0 0 
-4645     10309 0 0 
-4644     10321 0 0 
-4643     10321 0 0 
-4642     10321 0 0 
-4641     10321 0 0 
-4640     10324 0 0 
-4639     10324 0 0 
-4638     10324 0 0 
-4637     10324 0 0 
-4636     10324 0 0 
-4635     10326 0 0 
-4634     10326 0 0 
-4633     10326 0 0 
-4632     10318 0 0 
-4631     10318 0 0 
-4630     10318 0 0 
-4629     10318 0 0 
-4628     10310 0 0 
-4627     10310 0 0 
-4626     10310 0 0 
-4625     10310 0 0 
-4624     10295 0 0 
-4623     10295 0 0 
-4622     10295 0 0 
-4621     10295 0 0 
-4620     10295 0 0 
-4619     10277 0 0 
-4618     10277 0 0 
-4617     10277 0 0 
-4616     10293 0 0 
-4615     10256 0 0 
-4614     10256 0 0 
-4613     10256 0 0 
-4612     11633 0 0 
-4611     10225 0 0 
-4610     10225 0 0 
-4609     10225 0 0 
-4608     10189 0 0 
-4607     10191 0 0 
-4606     10191 0 0 
-4605     10191 0 0 
-4604     10159 0 0 
-4603     10156 0 0 
-4602     10156 0 0 
-4601     10156 0 0 
-4600     10122 0 0 
-4599     10114 0 0 
-4598     10114 0 0 
-4597     10114 0 0 
-4596     10199 0 0 
-4595     10071 0 0 
-4594     10071 0 0 
-4593     10071 0 0 
-4592     10039 0 0 
-4591     10022 0 0 
-4590     10022 0 0 
-4589     10022 0 0 
-4588     10223 0 0 
-4587     9961  0 0 
-4586     9961  0 0 
-4585     9961  0 0 
-4584     9917  0 0 
-4583     9910  0 0 
-4582     9910  0 0 
-4581     9910  0 0 
-4580     9982  0 0 
-4579     9848  0 0 
-4578     9848  0 0 
-4577     9848  0 0 
-4576     9784  0 0 
-4575     9784  0 0 
-4574     9784  0 0 
-4573     9784  0 0 
-4572     10233 0 0 
-4571     9713  0 0 
-4570     9713  0 0 
-4569     9713  0 0 
-4568     9637  0 0 
-4567     9639  0 0 
-4566     9639  0 0 
-4565     9639  0 0 
-4564     9727  0 0 
-4563     9565  0 0 
-4562     9565  0 0 
-4561     9565  0 0 
-4560     9503  0 0 
-4559     9486  0 0 
-4558     9486  0 0 
-4557     9486  0 0 
-4556     9531  0 0 
-4555     9403  0 0 
-4554     9403  0 0 
-4553     9403  0 0 
-4552     9471  0 0 
-4551     9318  0 0 
-4550     9318  0 0 
-4549     9318  0 0 
-4548     9230  0 0 
-4547     9226  0 0 
-4546     9226  0 0 
-4545     9226  0 0 
-4544     10030 0 0 
-4543     9134  0 0 
-4542     9134  0 0 
-4541     9134  0 0 
-4540     9214  0 0 
-4539     9040  0 0 
-4538     9040  0 0 
-4537     9040  0 0 
-4536     9084  0 0 
-4535     8942  0 0 
-4534     8942  0 0 
-4533     8942  0 0 
-4532     8847  0 0 
-4531     8837  0 0 
-4530     8837  0 0 
-4529     8837  0 0 
-4528     8861  0 0 
-4527     8733  0 0 
-4526     8733  0 0 
-4525     8733  0 0 
-4524     9151  0 0 
-4523     8626  0 0 
-4522     8626  0 0 
-4521     8626  0 0 
-4520     8642  0 0 
-4519     8514  0 0 
-4518     8514  0 0 
-4517     8514  0 0 
-4516     8663  0 0 
-4515     8405  0 0 
-4514     8405  0 0 
-4513     8405  0 0 
-4512     8413  0 0 
-4511     8285  0 0 
-4510     8285  0 0 
-4509     8285  0 0 
-4508     3453  0 0 
-4507     8166  0 0 
-4506     8166  0 0 
-4505     8166  0 0 
-4504     8183  0 0 
-4503     8049  0 0 
-4502     8049  0 0 
-4501     8049  0 0 
-4500     8181  0 0 
-4499     7926  0 0 
-4498     7926  0 0 
-4497     7926  0 0 
-4496     7927  0 0 
-4495     7799  0 0 
-4494     7799  0 0 
-4493     7799  0 0 
-4492     8183  0 0 
-4491     7669  0 0 
-4490     7669  0 0 
-4489     7669  0 0 
-4488     7671  0 0 
-4487     7538  0 0 
-4486     7538  0 0 
-4485     7538  0 0 
-4484     7679  0 0 
-4483     7407  0 0 
-4482     7407  0 0 
-4481     7407  0 0 
-4480     7407  0 0 
-4479     7276  0 0 
-4478     7276  0 0 
-4477     7276  0 0 
-4476     8160  0 0 
-4475     7136  0 0 
-4474     7136  0 0 
-4473     7136  0 0 
-4472     7157  0 0 
-4471     6999  0 0 
-4470     6999  0 0 
-4469     6999  0 0 
-4468     7135  0 0 
-4467     6856  0 0 
-4466     6856  0 0 
-4465     6856  0 0 
-4464     6841  0 0 
-4463     6715  0 0 
-4462     6715  0 0 
-4461     6715  0 0 
-4460     7103  0 0 
-4459     6573  0 0 
-4458     6573  0 0 
-4457     6573  0 0 
-4456     6589  0 0 
-4455     6424  0 0 
-4454     6424  0 0 
-4453     6424  0 0 
-4452     6557  0 0 
-4451     6277  0 0 
-4450     6277  0 0 
-4449     6277  0 0 
-4448     5617  0 0 
-4447     6131  0 0 
-4446     6131  0 0 
-4445     6131  0 0 
-4444     6111  0 0 
-4443     5980  0 0 
-4442     5980  0 0 
-4441     5980  0 0 
-4440     6109  0 0 
-4439     5829  0 0 
-4438     5829  0 0 
-4437     5829  0 0 
-4436     5805  0 0 
-4435     5673  0 0 
-4434     5673  0 0 
-4433     5673  0 0 
-4432     6029  0 0 
-4431     5519  0 0 
-4430     5519  0 0 
-4429     5519  0 0 
-4428     5631  0 0 
-4427     5364  0 0 
-4426     5364  0 0 
-4425     5364  0 0 
-4424     5332  0 0 
-4423     5206  0 0 
-4422     5206  0 0 
-4421     5206  0 0 
-4420     6078  0 0 
-4419     5048  0 0 
-4418     5048  0 0 
-4417     5048  0 0 
-4416     5021  0 0 
-4415     4885  0 0 
-4414     4885  0 0 
-4413     4885  0 0 
-4412     4989  0 0 
-4411     4730  0 0 
-4410     4730  0 0 
-4409     4730  0 0 
-4408     5087  0 0 
-4407     4567  0 0 
-4406     4567  0 0 
-4405     4567  0 0 
-4404     4535  0 0 
-4403     4406  0 0 
-4402     4406  0 0 
-4401     4406  0 0 
-4400     14194 0 0 
-4399     10098 0 0 
-4398     10098 0 0 
-4397     10098 0 0 
-4396     10042 0 0 
-4395     10042 0 0 
-4394     10042 0 0 
-4393     10042 0 0 
-4392     10010 0 0 
-4391     9728  0 0 
-4390     9728  0 0 
-4389     9728  0 0 
-4388     9784  0 0 
-4387     9400  0 0 
-4386     9400  0 0 
-4385     9400  0 0 
-4384     10237 0 0 
-4383     9087  0 0 
-4382     9087  0 0 
-4381     9087  0 0 
-4380     9055  0 0 
-4379     8791  0 0 
-4378     8791  0 0 
-4377     8791  0 0 
-4376     9015  0 0 
-4375     8503  0 0 
-4374     8503  0 0 
-4373     8503  0 0 
-4372     8479  0 0 
-4371     8220  0 0 
-4370     8220  0 0 
-4369     8220  0 0 
-4368     7964  0 0 
-4367     7944  0 0 
-4366     7944  0 0 
-4365     7944  0 0 
-4364     8061  0 0 
-4363     7671  0 0 
-4362     7671  0 0 
-4361     7671  0 0 
-4360     7679  0 0 
-4359     7404  0 0 
-4358     7404  0 0 
-4357     7404  0 0 
-4356     8160  0 0 
-4355     7138  0 0 
-4354     7138  0 0 
-4353     7138  0 0 
-4352     7138  0 0 
-4351     6880  0 0 
-4350     6880  0 0 
-4349     6880  0 0 
-4348     7161  0 0 
-4347     6619  0 0 
-4346     6619  0 0 
-4345     6619  0 0 
-4344     6623  0 0 
-4343     6364  0 0 
-4342     6364  0 0 
-4341     6364  0 0 
-4340     8152  0 0 
-4339     6104  0 0 
-4338     6104  0 0 
-4337     6104  0 0 
-4336     6108  0 0 
-4335     5846  0 0 
-4334     5846  0 0 
-4333     5846  0 0 
-4332     6110  0 0 
-4331     5592  0 0 
-4330     5592  0 0 
-4329     5592  0 0 
-4328     5596  0 0 
-4327     5340  0 0 
-4326     5340  0 0 
-4325     5340  0 0 
-4324     6108  0 0 
-4323     5086  0 0 
-4322     5086  0 0 
-4321     5086  0 0 
-4320     5119  0 0 
-4319     4841  0 0 
-4318     4841  0 0 
-4317     4841  0 0 
-4316     5097  0 0 
-4315     4584  0 0 
-4314     4584  0 0 
-4313     4584  0 0 
-4312     14329 0 0 
-4311     10195 0 0 
-4310     10195 0 0 
-4309     10195 0 0 
-4308     10199 0 0 
-4307     10055 0 0 
-4306     10055 0 0 
-4305     10055 0 0 
-4304     10175 0 0 
-4303     9659  0 0 
-4302     9659  0 0 
-4301     9659  0 0 
-4300     9663  0 0 
-4299     9255  0 0 
-4298     9255  0 0 
-4297     9255  0 0 
-4296     9891  0 0 
-4295     8867  0 0 
-4294     8867  0 0 
-4293     8867  0 0 
-4292     9131  0 0 
-4291     8491  0 0 
-4290     8491  0 0 
-4289     8491  0 0 
-4288     7499  0 0 
-4287     8130  0 0 
-4286     8130  0 0 
-4285     8130  0 0 
-4284     8159  0 0 
-4283     7775  0 0 
-4282     7775  0 0 
-4281     7775  0 0 
-4280     7967  0 0 
-4279     7427  0 0 
-4278     7427  0 0 
-4277     7427  0 0 
-4276     7987  0 0 
-4275     7089  0 0 
-4274     7089  0 0 
-4273     7089  0 0 
-4272     7157  0 0 
-4271     6757  0 0 
-4270     6757  0 0 
-4269     6757  0 0 
-4268     6973  0 0 
-4267     6429  0 0 
-4266     6429  0 0 
-4265     6429  0 0 
-4264     8029  0 0 
-4263     6106  0 0 
-4262     6106  0 0 
-4261     6106  0 0 
-4260     6042  0 0 
-4259     5786  0 0 
-4258     5786  0 0 
-4257     5786  0 0 
-4256     6107  0 0 
-4255     5465  0 0 
-4254     5465  0 0 
-4253     5465  0 0 
-4252     5433  0 0 
-4251     5155  0 0 
-4250     5155  0 0 
-4249     5155  0 0 
-4248     5743  0 0 
-4247     4845  0 0 
-4246     4845  0 0 
-4245     4845  0 0 
-4244     15037 0 0 
-4243     10392 0 0 
-4242     10392 0 0 
-4241     10392 0 0 
-4240     10192 0 0 
-4239     10192 0 0 
-4238     10192 0 0 
-4237     10192 0 0 
-4236     10129 0 0 
-4235     9745  0 0 
-4234     9745  0 0 
-4233     9745  0 0 
-4232     9817  0 0 
-4231     9288  0 0 
-4230     9288  0 0 
-4229     9288  0 0 
-4228     9864  0 0 
-4227     8842  0 0 
-4226     8842  0 0 
-4225     8842  0 0 
-4224     8930  0 0 
-4223     8418  0 0 
-4222     8418  0 0 
-4221     8418  0 0 
-4220     8134  0 0 
-4219     8006  0 0 
-4218     8006  0 0 
-4217     8006  0 0 
-4216     8115  0 0 
-4215     7603  0 0 
-4214     7603  0 0 
-4213     7603  0 0 
-4212     7615  0 0 
-4211     7212  0 0 
-4210     7212  0 0 
-4209     7212  0 0 
-4208     7852  0 0 
-4207     6830  0 0 
-4206     6830  0 0 
-4205     6830  0 0 
-4204     7102  0 0 
-4203     6452  0 0 
-4202     6452  0 0 
-4201     6452  0 0 
-4200     8149  0 0 
-4199     6083  0 0 
-4198     6083  0 0 
-4197     6083  0 0 
-4196     6099  0 0 
-4195     5715  0 0 
-4194     5715  0 0 
-4193     5715  0 0 
-4192     5887  0 0 
-4191     5358  0 0 
-4190     5358  0 0 
-4189     5358  0 0 
-4188     6030  0 0 
-4187     5002  0 0 
-4186     5002  0 0 
-4185     5002  0 0 
-4184     15242 0 0 
-4183     10506 0 0 
-4182     10506 0 0 
-4181     10506 0 0 
-4180     10526 0 0 
-4179     10270 0 0 
-4178     10270 0 0 
-4177     10270 0 0 
-4176     11838 0 0 
-4175     9784  0 0 
-4174     9784  0 0 
-4173     9784  0 0 
-4172     9821  0 0 
-4171     9285  0 0 
-4170     9285  0 0 
-4169     9285  0 0 
-4168     9829  0 0 
-4167     8805  0 0 
-4166     8805  0 0 
-4165     8805  0 0 
-4164     8885  0 0 
-4163     8343  0 0 
-4162     8343  0 0 
-4161     8343  0 0 
-4160     7903  0 0 
-4159     7897  0 0 
-4158     7897  0 0 
-4157     7897  0 0 
-4156     8125  0 0 
-4155     7461  0 0 
-4154     7461  0 0 
-4153     7461  0 0 
-4152     8069  0 0 
-4151     7044  0 0 
-4150     7044  0 0 
-4149     7044  0 0 
-4148     7137  0 0 
-4147     6627  0 0 
-4146     6627  0 0 
-4145     6627  0 0 
-4144     6607  0 0 
-4143     6221  0 0 
-4142     6221  0 0 
-4141     6221  0 0 
-4140     7741  0 0 
-4139     5822  0 0 
-4138     5822  0 0 
-4137     5822  0 0 
-4136     6079  0 0 
-4135     5425  0 0 
-4134     5425  0 0 
-4133     5425  0 0 
-4132     6065  0 0 
-4131     5043  0 0 
-4130     5043  0 0 
-4129     5043  0 0 
-4128     15255 0 0 
-4127     10518 0 0 
-4126     10518 0 0 
-4125     10518 0 0 
-4124     10527 0 0 
-4123     10253 0 0 
-4122     10253 0 0 
-4121     10253 0 0 
-4120     11785 0 0 
-4119     9737  0 0 
-4118     9737  0 0 
-4117     9737  0 0 
-4116     10109 0 0 
-4115     9215  0 0 
-4114     9215  0 0 
-4113     9215  0 0 
-4112     9119  0 0 
-4111     8713  0 0 
-4110     8713  0 0 
-4109     8713  0 0 
-4108     8745  0 0 
-4107     8224  0 0 
-4106     8224  0 0 
-4105     8224  0 0 
-4104     3149  0 0 
-4103     7757  0 0 
-4102     7757  0 0 
-4101     7757  0 0 
-4100     7819  0 0 
-4099     7299  0 0 
-4098     7299  0 0 
-4097     7299  0 0 
-4096     7887  0 0 
-4095     6860  0 0 
-4094     6860  0 0 
-4093     6860  0 0 
-4092     7069  0 0 
-4091     6423  0 0 
-4090     6423  0 0 
-4089     6423  0 0 
-4088     8063  0 0 
-4087     5998  0 0 
-4086     5998  0 0 
-4085     5998  0 0 
-4084     6094  0 0 
-4083     5582  0 0 
-4082     5582  0 0 
-4081     5582  0 0 
-4080     5566  0 0 
-4079     5172  0 0 
-4078     5172  0 0 
-4077     5172  0 0 
-4076     15637 0 0 
-4075     10629 0 0 
-4074     10629 0 0 
-4073     10629 0 0 
-4072     10725 0 0 
-4071     10341 0 0 
-4070     10341 0 0 
-4069     10341 0 0 
-4068     11853 0 0 
-4067     9806  0 0 
-4066     9806  0 0 
-4065     9806  0 0 
-4064     9786  0 0 
-4063     9266  0 0 
-4062     9266  0 0 
-4061     9266  0 0 
-4060     9770  0 0 
-4059     8746  0 0 
-4058     8746  0 0 
-4057     8746  0 0 
-4056     8766  0 0 
-4055     8244  0 0 
-4054     8244  0 0 
-4053     8244  0 0 
-4052     7244  0 0 
-4051     7758  0 0 
-4050     7758  0 0 
-4049     7758  0 0 
-4048     7806  0 0 
-4047     7284  0 0 
-4046     7284  0 0 
-4045     7284  0 0 
-4044     7869  0 0 
-4043     6829  0 0 
-4042     6829  0 0 
-4041     6829  0 0 
-4040     6893  0 0 
-4039     6383  0 0 
-4038     6383  0 0 
-4037     6383  0 0 
-4036     8127  0 0 
-4035     5946  0 0 
-4034     5946  0 0 
-4033     5946  0 0 
-4032     6047  0 0 
-4031     5517  0 0 
-4030     5517  0 0 
-4029     5517  0 0 
-4028     6124  0 0 
-4027     5100  0 0 
-4026     5100  0 0 
-4025     5100  0 0 
-4024     15277 0 0 
-4023     10543 0 0 
-4022     10543 0 0 
-4021     10543 0 0 
-4020     10511 0 0 
-4019     10246 0 0 
-4018     10246 0 0 
-4017     10246 0 0 
-4016     11630 0 0 
-4015     9704  0 0 
-4014     9704  0 0 
-4013     9704  0 0 
-4012     10189 0 0 
-4011     9159  0 0 
-4010     9159  0 0 
-4009     9159  0 0 
-4008     9143  0 0 
-4007     8628  0 0 
-4006     8628  0 0 
-4005     8628  0 0 
-4004     8125  0 0 
-4003     8121  0 0 
-4002     8121  0 0 
-4001     8121  0 0 
-4000     8157  0 0 
-3999     7630  0 0 
-3998     7630  0 0 
-3997     7630  0 0 
-3996     8191  0 0 
-3995     7153  0 0 
-3994     7153  0 0 
-3993     7153  0 0 
-3992     7093  0 0 
-3991     6693  0 0 
-3990     6693  0 0 
-3989     6693  0 0 
-3988     6757  0 0 
-3987     6243  0 0 
-3986     6243  0 0 
-3985     6243  0 0 
-3984     7859  0 0 
-3983     5811  0 0 
-3982     5811  0 0 
-3981     5811  0 0 
-3980     6039  0 0 
-3979     5380  0 0 
-3978     5380  0 0 
-3977     5380  0 0 
-3976     16196 0 0 
-3975     10818 0 0 
-3974     10818 0 0 
-3973     10818 0 0 
-3972     11019 0 0 
-3971     10507 0 0 
-3970     10507 0 0 
-3969     10507 0 0 
-3968     12143 0 0 
-3967     9957  0 0 
-3966     9957  0 0 
-3965     9957  0 0 
-3964     9917  0 0 
-3963     9400  0 0 
-3962     9400  0 0 
-3961     9400  0 0 
-3960     9897  0 0 
-3959     8867  0 0 
-3958     8867  0 0 
-3957     8867  0 0 
-3956     8871  0 0 
-3955     8359  0 0 
-3954     8359  0 0 
-3953     8359  0 0 
-3952     7359  0 0 
-3951     7866  0 0 
-3950     7866  0 0 
-3949     7866  0 0 
-3948     7899  0 0 
-3947     7387  0 0 
-3946     7387  0 0 
-3945     7387  0 0 
-3944     8091  0 0 
-3943     6921  0 0 
-3942     6921  0 0 
-3941     6921  0 0 
-3940     6979  0 0 
-3939     6467  0 0 
-3938     6467  0 0 
-3937     6467  0 0 
-3936     8075  0 0 
-3935     6026  0 0 
-3934     6026  0 0 
-3933     6026  0 0 
-3932     6107  0 0 
-3931     5595  0 0 
-3930     5595  0 0 
-3929     5595  0 0 
-3928     5567  0 0 
-3927     5182  0 0 
-3926     5182  0 0 
-3925     5182  0 0 
-3924     15774 0 0 
-3923     10624 0 0 
-3922     10624 0 0 
-3921     10624 0 0 
-3920     10713 0 0 
-3919     10329 0 0 
-3918     10329 0 0 
-3917     10329 0 0 
-3916     11833 0 0 
-3915     9785  0 0 
-3914     9785  0 0 
-3913     9785  0 0 
-3912     9757  0 0 
-3911     9239  0 0 
-3910     9239  0 0 
-3909     9239  0 0 
-3908     9759  0 0 
-3907     8712  0 0 
-3906     8712  0 0 
-3905     8712  0 0 
-3904     8733  0 0 
-3903     8213  0 0 
-3902     8213  0 0 
-3901     8213  0 0 
-3900     7733  0 0 
-3899     7733  0 0 
-3898     7733  0 0 
-3897     7733  0 0 
-3896     7773  0 0 
-3895     7263  0 0 
-3894     7263  0 0 
-3893     7263  0 0 
-3892     7839  0 0 
-3891     6810  0 0 
-3890     6810  0 0 
-3889     6810  0 0 
-3888     6907  0 0 
-3887     6369  0 0 
-3886     6369  0 0 
-3885     6369  0 0 
-3884     8117  0 0 
-3883     5941  0 0 
-3882     5941  0 0 
-3881     5941  0 0 
-3880     6037  0 0 
-3879     5521  0 0 
-3878     5521  0 0 
-3877     5521  0 0 
-3876     16349 0 0 
-3875     10972 0 0 
-3874     10972 0 0 
-3873     10972 0 0 
-3872     11197 0 0 
-3871     10681 0 0 
-3870     10681 0 0 
-3869     10681 0 0 
-3868     12189 0 0 
-3867     10143 0 0 
-3866     10143 0 0 
-3865     10143 0 0 
-3864     10143 0 0 
-3863     9606  0 0 
-3862     9606  0 0 
-3861     9606  0 0 
-3860     10118 0 0 
-3859     9088  0 0 
-3858     9088  0 0 
-3857     9088  0 0 
-3856     9104  0 0 
-3855     8592  0 0 
-3854     8592  0 0 
-3853     8592  0 0 
-3852     8116  0 0 
-3851     8116  0 0 
-3850     8116  0 0 
-3849     8116  0 0 
-3848     8164  0 0 
-3847     7654  0 0 
-3846     7654  0 0 
-3845     7654  0 0 
-3844     7599  0 0 
-3843     7215  0 0 
-3842     7215  0 0 
-3841     7215  0 0 
-3840     7806  0 0 
-3839     6782  0 0 
-3838     6782  0 0 
-3837     6782  0 0 
-3836     6878  0 0 
-3835     6360  0 0 
-3834     6360  0 0 
-3833     6360  0 0 
-3832     8153  0 0 
-3831     5953  0 0 
-3830     5953  0 0 
-3829     5953  0 0 
-3828     6065  0 0 
-3827     5554  0 0 
-3826     5554  0 0 
