Signal Legend:

Key        Signal Name

0        = HSMC_ADC_DB[13..0]
1        = HSMC_ADC_OTR_B
2        = HSMC_ADC_OTR_A

Data Table:

Signals-> 0     1 2 

sample

-11426    5182  0 0 
-11425    5182  0 0 
-11424    15775 0 0 
-11423    10625 0 0 
-11422    10625 0 0 
-11421    10625 0 0 
-11420    10709 0 0 
-11419    10327 0 0 
-11418    10327 0 0 
-11417    10327 0 0 
-11416    11839 0 0 
-11415    9784  0 0 
-11414    9784  0 0 
-11413    9784  0 0 
-11412    9757  0 0 
-11411    9239  0 0 
-11410    9239  0 0 
-11409    9239  0 0 
-11408    9759  0 0 
-11407    8713  0 0 
-11406    8713  0 0 
-11405    8713  0 0 
-11404    8733  0 0 
-11403    8215  0 0 
-11402    8215  0 0 
-11401    8215  0 0 
-11400    7743  0 0 
-11399    7736  0 0 
-11398    7736  0 0 
-11397    7736  0 0 
-11396    7801  0 0 
-11395    7265  0 0 
-11394    7265  0 0 
-11393    7265  0 0 
-11392    7869  0 0 
-11391    6813  0 0 
-11390    6813  0 0 
-11389    6813  0 0 
-11388    6911  0 0 
-11387    6370  0 0 
-11386    6370  0 0 
-11385    6370  0 0 
-11384    8118  0 0 
-11383    5940  0 0 
-11382    5940  0 0 
-11381    5940  0 0 
-11380    6036  0 0 
-11379    5520  0 0 
-11378    5520  0 0 
-11377    5520  0 0 
-11376    16349 0 0 
-11375    10973 0 0 
-11374    10973 0 0 
-11373    10973 0 0 
-11372    11199 0 0 
-11371    10682 0 0 
-11370    10682 0 0 
-11369    10682 0 0 
-11368    12191 0 0 
-11367    10143 0 0 
-11366    10143 0 0 
-11365    10143 0 0 
-11364    10143 0 0 
-11363    9607  0 0 
-11362    9607  0 0 
-11361    9607  0 0 
-11360    10119 0 0 
-11359    9089  0 0 
-11358    9089  0 0 
-11357    9089  0 0 
-11356    9101  0 0 
-11355    8591  0 0 
-11354    8591  0 0 
-11353    8591  0 0 
-11352    7615  0 0 
-11351    8117  0 0 
-11350    8117  0 0 
-11349    8117  0 0 
-11348    8183  0 0 
-11347    7654  0 0 
-11346    7654  0 0 
-11345    7654  0 0 
-11344    7599  0 0 
-11343    7215  0 0 
-11342    7215  0 0 
-11341    7215  0 0 
-11340    7806  0 0 
-11339    6782  0 0 
-11338    6782  0 0 
-11337    6782  0 0 
-11336    6878  0 0 
-11335    6360  0 0 
-11334    6360  0 0 
-11333    6360  0 0 
-11332    8153  0 0 
-11331    5953  0 0 
-11330    5953  0 0 
-11329    5953  0 0 
-11328    6065  0 0 
-11327    5553  0 0 
-11326    5553  0 0 
-11325    5553  0 0 
-11324    16285 0 0 
-11323    11022 0 0 
-11322    11022 0 0 
-11321    11022 0 0 
-11320    11259 0 0 
-11319    10747 0 0 
-11318    10747 0 0 
-11317    10747 0 0 
-11316    12283 0 0 
-11315    10233 0 0 
-11314    10233 0 0 
-11313    10233 0 0 
-11312    10235 0 0 
-11311    9714  0 0 
-11310    9714  0 0 
-11309    9714  0 0 
-11308    10239 0 0 
-11307    9215  0 0 
-11306    9215  0 0 
-11305    9215  0 0 
-11304    9151  0 0 
-11303    8739  0 0 
-11302    8739  0 0 
-11301    8739  0 0 
-11300    8827  0 0 
-11299    8281  0 0 
-11298    8281  0 0 
-11297    8281  0 0 
-11296    3129  0 0 
-11295    7840  0 0 
-11294    7840  0 0 
-11293    7840  0 0 
-11292    7924  0 0 
-11291    7414  0 0 
-11290    7414  0 0 
-11289    7414  0 0 
-11288    8158  0 0 
-11287    7006  0 0 
-11286    7006  0 0 
-11285    7006  0 0 
-11284    7135  0 0 
-11283    6609  0 0 
-11282    6609  0 0 
-11281    6609  0 0 
-11280    6621  0 0 
-11279    6221  0 0 
-11278    6221  0 0 
-11277    6221  0 0 
-11276    7901  0 0 
-11275    5840  0 0 
-11274    5840  0 0 
-11273    5840  0 0 
-11272    6129  0 0 
-11271    5475  0 0 
-11270    5475  0 0 
-11269    5475  0 0 
-11268    16375 0 0 
-11267    10966 0 0 
-11266    10966 0 0 
-11265    10966 0 0 
-11264    11263 0 0 
-11263    10731 0 0 
-11262    10731 0 0 
-11261    10731 0 0 
-11260    10639 0 0 
-11259    10247 0 0 
-11258    10247 0 0 
-11257    10247 0 0 
-11256    11807 0 0 
-11255    9757  0 0 
-11254    9757  0 0 
-11253    9757  0 0 
-11252    9821  0 0 
-11251    9287  0 0 
-11250    9287  0 0 
-11249    9287  0 0 
-11248    9871  0 0 
-11247    8841  0 0 
-11246    8841  0 0 
-11245    8841  0 0 
-11244    8937  0 0 
-11243    8416  0 0 
-11242    8416  0 0 
-11241    8416  0 0 
-11240    8132  0 0 
-11239    8004  0 0 
-11238    8004  0 0 
-11237    8004  0 0 
-11236    7989  0 0 
-11235    7607  0 0 
-11234    7607  0 0 
-11233    7607  0 0 
-11232    7639  0 0 
-11231    7235  0 0 
-11230    7235  0 0 
-11229    7235  0 0 
-11228    7887  0 0 
-11227    6863  0 0 
-11226    6863  0 0 
-11225    6863  0 0 
-11224    7151  0 0 
-11223    6504  0 0 
-11222    6504  0 0 
-11221    6504  0 0 
-11220    6408  0 0 
-11219    6154  0 0 
-11218    6154  0 0 
-11217    6154  0 0 
-11216    7231  0 0 
-11215    5815  0 0 
-11214    5815  0 0 
-11213    5815  0 0 
-11212    6135  0 0 
-11211    5491  0 0 
-11210    5491  0 0 
-11209    5491  0 0 
-11208    16151 0 0 
-11207    11028 0 0 
-11206    11028 0 0 
-11205    11028 0 0 
-11204    11089 0 0 
-11203    10833 0 0 
-11202    10833 0 0 
-11201    10833 0 0 
-11200    10905 0 0 
-11199    10378 0 0 
-11198    10378 0 0 
-11197    10378 0 0 
-11196    11978 0 0 
-11195    9930  0 0 
-11194    9930  0 0 
-11193    9930  0 0 
-11192    10142 0 0 
-11191    9502  0 0 
-11190    9502  0 0 
-11189    9502  0 0 
-11188    10143 0 0 
-11187    9095  0 0 
-11186    9095  0 0 
-11185    9095  0 0 
-11184    9095  0 0 
-11183    8708  0 0 
-11182    8708  0 0 
-11181    8708  0 0 
-11180    8845  0 0 
-11179    8335  0 0 
-11178    8335  0 0 
-11177    8335  0 0 
-11176    3519  0 0 
-11175    7984  0 0 
-11174    7984  0 0 
-11173    7984  0 0 
-11172    8148  0 0 
-11171    7638  0 0 
-11170    7638  0 0 
-11169    7638  0 0 
-11168    7582  0 0 
-11167    7306  0 0 
-11166    7306  0 0 
-11165    7306  0 0 
-11164    8142  0 0 
-11163    6988  0 0 
-11162    6988  0 0 
-11161    6988  0 0 
-11160    6940  0 0 
-11159    6678  0 0 
-11158    6678  0 0 
-11157    6678  0 0 
-11156    6903  0 0 
-11155    6375  0 0 
-11154    6375  0 0 
-11153    6375  0 0 
-11152    8143  0 0 
-11151    6089  0 0 
-11150    6089  0 0 
-11149    6089  0 0 
-11148    6077  0 0 
-11147    5812  0 0 
-11146    5812  0 0 
-11145    5812  0 0 
-11144    6068  0 0 
-11143    5536  0 0 
-11142    5536  0 0 
-11141    5536  0 0 
-11140    5561  0 0 
-11139    5273  0 0 
-11138    5273  0 0 
-11137    5273  0 0 
-11136    16121 0 0 
-11135    10874 0 0 
-11134    10874 0 0 
-11133    10874 0 0 
-11132    11258 0 0 
-11131    10736 0 0 
-11130    10736 0 0 
-11129    10736 0 0 
-11128    10748 0 0 
-11127    10348 0 0 
-11126    10348 0 0 
-11125    10348 0 0 
-11124    9960  0 0 
-11123    9960  0 0 
-11122    9960  0 0 
-11121    9960  0 0 
-11120    10233 0 0 
-11119    9593  0 0 
-11118    9593  0 0 
-11117    9593  0 0 
-11116    9501  0 0 
-11115    9246  0 0 
-11114    9246  0 0 
-11113    9246  0 0 
-11112    9951  0 0 
-11111    8921  0 0 
-11110    8921  0 0 
-11109    8921  0 0 
-11108    9117  0 0 
-11107    8606  0 0 
-11106    8606  0 0 
-11105    8606  0 0 
-11104    8703  0 0 
-11103    8311  0 0 
-11102    8311  0 0 
-11101    8311  0 0 
-11100    8023  0 0 
-11099    8023  0 0 
-11098    8023  0 0 
-11097    8023  0 0 
-11096    8023  0 0 
-11095    7750  0 0 
-11094    7750  0 0 
-11093    7750  0 0 
-11092    8003  0 0 
-11091    7491  0 0 
-11090    7491  0 0 
-11089    7491  0 0 
-11088    7495  0 0 
-11087    7237  0 0 
-11086    7237  0 0 
-11085    7237  0 0 
-11084    8017  0 0 
-11083    6995  0 0 
-11082    6995  0 0 
-11081    6995  0 0 
-11080    7031  0 0 
-11079    6758  0 0 
-11078    6758  0 0 
-11077    6758  0 0 
-11076    7046  0 0 
-11075    6532  0 0 
-11074    6532  0 0 
-11073    6532  0 0 
-11072    6572  0 0 
-11071    6316  0 0 
-11070    6316  0 0 
-11069    6316  0 0 
-11068    8188  0 0 
-11067    6106  0 0 
-11066    6106  0 0 
-11065    6106  0 0 
-11064    6047  0 0 
-11063    5909  0 0 
-11062    5909  0 0 
-11061    5909  0 0 
-11060    5973  0 0 
-11059    5717  0 0 
-11058    5717  0 0 
-11057    5717  0 0 
-11056    6037  0 0 
-11055    5526  0 0 
-11054    5526  0 0 
-11053    5526  0 0 
-11052    16350 0 0 
-11051    11210 0 0 
-11050    11210 0 0 
-11049    11210 0 0 
-11048    11146 0 0 
-11047    11144 0 0 
-11046    11144 0 0 
-11045    11144 0 0 
-11044    11225 0 0 
-11043    10833 0 0 
-11042    10833 0 0 
-11041    10833 0 0 
-11040    11029 0 0 
-11039    10517 0 0 
-11038    10517 0 0 
-11037    10517 0 0 
-11036    11637 0 0 
-11035    10226 0 0 
-11034    10226 0 0 
-11033    10226 0 0 
-11032    10227 0 0 
-11031    9953  0 0 
-11030    9953  0 0 
-11029    9953  0 0 
-11028    10205 0 0 
-11027    9695  0 0 
-11026    9695  0 0 
-11025    9695  0 0 
-11024    9727  0 0 
-11023    9456  0 0 
-11022    9456  0 0 
-11021    9456  0 0 
-11020    9372  0 0 
-11019    9228  0 0 
-11018    9228  0 0 
-11017    9228  0 0 
-11016    10037 0 0 
-11015    9015  0 0 
-11014    9015  0 0 
-11013    9015  0 0 
-11012    9087  0 0 
-11011    8810  0 0 
-11010    8810  0 0 
-11009    8810  0 0 
-11008    9134  0 0 
-11007    8614  0 0 
-11006    8614  0 0 
-11005    8614  0 0 
-11004    8686  0 0 
-11003    8430  0 0 
-11002    8430  0 0 
-11001    8430  0 0 
-11000    8382  0 0 
-10999    8252  0 0 
-10998    8252  0 0 
-10997    8252  0 0 
-10996    3356  0 0 
-10995    8082  0 0 
-10994    8082  0 0 
-10993    8082  0 0 
-10992    8178  0 0 
-10991    7922  0 0 
-10990    7922  0 0 
-10989    7922  0 0 
-10988    7898  0 0 
-10987    7770  0 0 
-10986    7770  0 0 
-10985    7770  0 0 
-10984    8159  0 0 
-10983    7621  0 0 
-10982    7621  0 0 
-10981    7621  0 0 
-10980    7613  0 0 
-10979    7484  0 0 
-10978    7484  0 0 
-10977    7484  0 0 
-10976    7613  0 0 
-10975    7351  0 0 
-10974    7351  0 0 
-10973    7351  0 0 
-10972    7359  0 0 
-10971    7229  0 0 
-10970    7229  0 0 
-10969    7229  0 0 
-10968    8159  0 0 
-10967    7107  0 0 
-10966    7107  0 0 
-10965    7107  0 0 
-10964    7131  0 0 
-10963    7000  0 0 
-10962    7000  0 0 
-10961    7000  0 0 
-10960    7164  0 0 
-10959    6892  0 0 
-10958    6892  0 0 
-10957    6892  0 0 
-10956    6797  0 0 
-10955    6791  0 0 
-10954    6791  0 0 
-10953    6791  0 0 
-10952    6831  0 0 
-10951    6700  0 0 
-10950    6700  0 0 
-10949    6700  0 0 
-10948    7165  0 0 
-10947    6613  0 0 
-10946    6613  0 0 
-10945    6613  0 0 
-10944    6549  0 0 
-10943    6535  0 0 
-10942    6535  0 0 
-10941    6535  0 0 
-10940    6591  0 0 
-10939    6462  0 0 
-10938    6462  0 0 
-10937    6462  0 0 
-10936    6654  0 0 
-10935    6392  0 0 
-10934    6392  0 0 
-10933    6392  0 0 
-10932    6328  0 0 
-10931    6330  0 0 
-10930    6330  0 0 
-10929    6330  0 0 
-10928    6302  0 0 
-10927    6276  0 0 
-10926    6276  0 0 
-10925    6276  0 0 
-10924    6356  0 0 
-10923    6228  0 0 
-10922    6228  0 0 
-10921    6228  0 0 
-10920    6197  0 0 
-10919    6181  0 0 
-10918    6181  0 0 
-10917    6181  0 0 
-10916    7549  0 0 
-10915    6140  0 0 
-10914    6140  0 0 
-10913    6140  0 0 
-10912    6109  0 0 
-10911    6109  0 0 
-10910    6109  0 0 
-10909    6109  0 0 
-10908    6111  0 0 
-10907    6083  0 0 
-10906    6083  0 0 
-10905    6083  0 0 
-10904    6063  0 0 
-10903    6063  0 0 
-10902    6063  0 0 
-10901    6063  0 0 
-10900    6047  0 0 
-10899    6042  0 0 
-10898    6042  0 0 
-10897    6042  0 0 
-10896    6047  0 0 
-10895    6029  0 0 
-10894    6029  0 0 
-10893    6029  0 0 
-10892    6021  0 0 
-10891    6023  0 0 
-10890    6023  0 0 
-10889    6023  0 0 
-10888    6023  0 0 
-10887    6023  0 0 
-10886    6023  0 0 
-10885    6023  0 0 
-10884    6031  0 0 
-10883    6026  0 0 
-10882    6026  0 0 
-10881    6026  0 0 
-10880    6034  0 0 
-10879    6034  0 0 
-10878    6034  0 0 
-10877    6034  0 0 
-10876    6042  0 0 
-10875    6042  0 0 
-10874    6042  0 0 
-10873    6042  0 0 
-10872    6075  0 0 
-10871    6065  0 0 
-10870    6065  0 0 
-10869    6065  0 0 
-10868    6089  0 0 
-10867    6088  0 0 
-10866    6088  0 0 
-10865    6088  0 0 
-10864    6113  0 0 
-10863    6113  0 0 
-10862    6113  0 0 
-10861    6113  0 0 
-10860    8097  0 0 
-10859    6144  0 0 
-10858    6144  0 0 
-10857    6144  0 0 
-10856    6173  0 0 
-10855    6175  0 0 
-10854    6175  0 0 
-10853    6175  0 0 
-10852    6239  0 0 
-10851    6219  0 0 
-10850    6219  0 0 
-10849    6219  0 0 
-10848    6267  0 0 
-10847    6265  0 0 
-10846    6265  0 0 
-10845    6265  0 0 
-10844    6313  0 0 
-10843    6313  0 0 
-10842    6313  0 0 
-10841    6313  0 0 
-10840    6397  0 0 
-10839    6364  0 0 
-10838    6364  0 0 
-10837    6364  0 0 
-10836    6558  0 0 
-10835    6418  0 0 
-10834    6418  0 0 
-10833    6418  0 0 
-10832    6483  0 0 
-10831    6481  0 0 
-10830    6481  0 0 
-10829    6481  0 0 
-10828    6545  0 0 
-10827    6547  0 0 
-10826    6547  0 0 
-10825    6547  0 0 
-10824    6614  0 0 
-10823    6614  0 0 
-10822    6614  0 0 
-10821    6614  0 0 
-10820    7071  0 0 
-10819    6681  0 0 
-10818    6681  0 0 
-10817    6681  0 0 
-10816    6781  0 0 
-10815    6756  0 0 
-10814    6756  0 0 
-10813    6756  0 0 
-10812    6837  0 0 
-10811    6837  0 0 
-10810    6837  0 0 
-10809    6837  0 0 
-10808    7063  0 0 
-10807    6918  0 0 
-10806    6918  0 0 
-10805    6918  0 0 
-10804    7006  0 0 
-10803    7006  0 0 
-10802    7006  0 0 
-10801    7006  0 0 
-10800    7090  0 0 
-10799    7090  0 0 
-10798    7090  0 0 
-10797    7090  0 0 
-10796    8095  0 0 
-10795    7181  0 0 
-10794    7181  0 0 
-10793    7181  0 0 
-10792    7277  0 0 
-10791    7278  0 0 
-10790    7278  0 0 
-10789    7278  0 0 
-10788    7423  0 0 
-10787    7377  0 0 
-10786    7377  0 0 
-10785    7377  0 0 
-10784    7605  0 0 
-10783    7478  0 0 
-10782    7478  0 0 
-10781    7478  0 0 
-10780    7583  0 0 
-10779    7579  0 0 
-10778    7579  0 0 
-10777    7579  0 0 
-10776    8095  0 0 
-10775    7684  0 0 
-10774    7684  0 0 
-10773    7684  0 0 
-10772    7804  0 0 
-10771    7802  0 0 
-10770    7802  0 0 
-10769    7802  0 0 
-10768    7935  0 0 
-10767    7909  0 0 
-10766    7909  0 0 
-10765    7909  0 0 
-10764    8189  0 0 
-10763    8028  0 0 
-10762    8028  0 0 
-10761    8028  0 0 
-10760    8157  0 0 
-10759    8139  0 0 
-10758    8139  0 0 
-10757    8139  0 0 
-10756    16335 0 0 
-10755    8262  0 0 
-10754    8262  0 0 
-10753    8262  0 0 
-10752    8391  0 0 
-10751    8385  0 0 
-10750    8385  0 0 
-10749    8385  0 0 
-10748    8633  0 0 
-10747    8507  0 0 
-10746    8507  0 0 
-10745    8507  0 0 
-10744    8667  0 0 
-10743    8640  0 0 
-10742    8640  0 0 
-10741    8640  0 0 
-10740    9152  0 0 
-10739    8768  0 0 
-10738    8768  0 0 
-10737    8768  0 0 
-10736    8897  0 0 
-10735    8897  0 0 
-10734    8897  0 0 
-10733    8897  0 0 
-10732    9165  0 0 
-10731    9036  0 0 
-10730    9036  0 0 
-10729    9036  0 0 
-10728    9168  0 0 
-10727    9170  0 0 
-10726    9170  0 0 
-10725    9170  0 0 
-10724    10202 0 0 
-10723    9306  0 0 
-10722    9306  0 0 
-10721    9306  0 0 
-10720    9471  0 0 
-10719    9447  0 0 
-10718    9447  0 0 
-10717    9447  0 0 
-10716    9715  0 0 
-10715    9587  0 0 
-10714    9587  0 0 
-10713    9587  0 0 
-10712    10007 0 0 
-10711    9734  0 0 
-10710    9734  0 0 
-10709    9734  0 0 
-10708    9879  0 0 
-10707    9877  0 0 
-10706    9877  0 0 
-10705    9877  0 0 
-10704    10173 0 0 
-10703    10025 0 0 
-10702    10025 0 0 
-10701    10025 0 0 
-10700    10172 0 0 
-10699    10172 0 0 
-10698    10172 0 0 
-10697    10172 0 0 
-10696    12284 0 0 
-10695    10322 0 0 
-10694    10322 0 0 
-10693    10322 0 0 
-10692    10490 0 0 
-10691    10474 0 0 
-10690    10474 0 0 
-10689    10474 0 0 
-10688    10635 0 0 
-10687    10625 0 0 
-10686    10625 0 0 
-10685    10625 0 0 
-10684    11165 0 0 
-10683    10782 0 0 
-10682    10782 0 0 
-10681    10782 0 0 
-10680    10939 0 0 
-10679    10937 0 0 
-10678    10937 0 0 
-10677    10937 0 0 
-10676    11229 0 0 
-10675    11093 0 0 
-10674    11093 0 0 
-10673    11093 0 0 
-10672    11253 0 0 
-10671    11253 0 0 
-10670    11253 0 0 
-10669    11253 0 0 
-10668    12189 0 0 
-10667    11406 0 0 
-10666    11406 0 0 
-10665    11406 0 0 
-10664    11699 0 0 
-10663    11571 0 0 
-10662    11571 0 0 
-10661    11571 0 0 
-10660    11731 0 0 
-10659    11731 0 0 
-10658    11731 0 0 
-10657    11731 0 0 
-10656    12283 0 0 
-10655    11899 0 0 
-10654    11899 0 0 
-10653    11899 0 0 
-10652    12059 0 0 
-10651    12059 0 0 
-10650    12059 0 0 
-10649    12059 0 0 
-10648    8187  0 0 
-10647    6369  0 0 
-10646    6369  0 0 
-10645    6369  0 0 
-10644    6589  0 0 
-10643    6428  0 0 
-10642    6428  0 0 
-10641    6428  0 0 
-10640    6989  0 0 
-10639    6735  0 0 
-10638    6735  0 0 
-10637    6735  0 0 
-10636    7071  0 0 
-10635    7062  0 0 
-10634    7062  0 0 
-10633    7062  0 0 
-10632    8159  0 0 
-10631    7375  0 0 
-10630    7375  0 0 
-10629    7375  0 0 
-10628    7679  0 0 
-10627    7679  0 0 
-10626    7679  0 0 
-10625    7679  0 0 
-10624    8127  0 0 
-10623    7970  0 0 
-10622    7970  0 0 
-10621    7970  0 0 
-10620    14138 0 0 
-10619    8250  0 0 
-10618    8250  0 0 
-10617    8250  0 0 
-10616    8527  0 0 
-10615    8527  0 0 
-10614    8527  0 0 
-10613    8527  0 0 
-10612    9071  0 0 
-10611    8801  0 0 
-10610    8801  0 0 
-10609    8801  0 0 
-10608    9065  0 0 
-10607    9065  0 0 
-10606    9065  0 0 
-10605    9065  0 0 
-10604    10105 0 0 
-10603    9331  0 0 
-10602    9331  0 0 
-10601    9331  0 0 
-10600    9594  0 0 
-10599    9592  0 0 
-10598    9592  0 0 
-10597    9592  0 0 
-10596    10108 0 0 
-10595    9854  0 0 
-10594    9854  0 0 
-10593    9854  0 0 
-10592    10143 0 0 
-10591    10113 0 0 
-10590    10113 0 0 
-10589    10113 0 0 
-10588    12163 0 0 
-10587    10370 0 0 
-10586    10370 0 0 
-10585    10370 0 0 
-10584    10627 0 0 
-10583    10627 0 0 
-10582    10627 0 0 
-10581    10627 0 0 
-10580    11263 0 0 
-10579    10879 0 0 
-10578    10879 0 0 
-10577    10879 0 0 
-10576    11134 0 0 
-10575    11134 0 0 
-10574    11134 0 0 
-10573    11134 0 0 
-10572    12159 0 0 
-10571    11387 0 0 
-10570    11387 0 0 
-10569    11387 0 0 
-10568    11647 0 0 
-10567    11638 0 0 
-10566    11638 0 0 
-10565    11638 0 0 
-10564    8087  0 0 
-10563    6033  0 0 
-10562    6033  0 0 
-10561    6033  0 0 
-10560    8113  0 0 
-10559    6176  0 0 
-10558    6176  0 0 
-10557    6176  0 0 
-10556    6436  0 0 
-10555    6566  0 0 
-10554    6566  0 0 
-10553    6566  0 0 
-10552    7102  0 0 
-10551    6974  0 0 
-10550    6974  0 0 
-10549    6974  0 0 
-10548    8158  0 0 
-10547    7364  0 0 
-10546    7364  0 0 
-10545    7364  0 0 
-10544    7869  0 0 
-10543    7741  0 0 
-10542    7741  0 0 
-10541    7741  0 0 
-10540    8109  0 0 
-10539    8109  0 0 
-10538    8109  0 0 
-10537    8109  0 0 
-10536    14221 0 0 
-10535    8461  0 0 
-10534    8461  0 0 
-10533    8461  0 0 
-10532    9069  0 0 
-10531    8813  0 0 
-10530    8813  0 0 
-10529    8813  0 0 
-10528    9149  0 0 
-10527    9148  0 0 
-10526    9148  0 0 
-10525    9148  0 0 
-10524    10141 0 0 
-10523    9483  0 0 
-10522    9483  0 0 
-10521    9483  0 0 
-10520    10079 0 0 
-10519    9813  0 0 
-10518    9813  0 0 
-10517    9813  0 0 
-10516    10141 0 0 
-10515    10138 0 0 
-10514    10138 0 0 
-10513    10138 0 0 
-10512    12282 0 0 
-10511    10464 0 0 
-10510    10464 0 0 
-10509    10464 0 0 
-10508    10940 0 0 
-10507    10780 0 0 
-10506    10780 0 0 
-10505    10780 0 0 
-10504    11096 0 0 
-10503    11096 0 0 
-10502    11096 0 0 
-10501    11096 0 0 
-10500    12188 0 0 
-10499    11406 0 0 
-10498    11406 0 0 
-10497    11406 0 0 
-10496    11726 0 0 
-10495    11716 0 0 
-10494    11716 0 0 
-10493    11716 0 0 
-10492    7572  0 0 
-10491    6166  0 0 
-10490    6166  0 0 
-10489    6166  0 0 
-10488    6367  0 0 
-10487    6361  0 0 
-10486    6361  0 0 
-10485    6361  0 0 
-10484    6813  0 0 
-10483    6813  0 0 
-10482    6813  0 0 
-10481    6813  0 0 
-10480    7935  0 0 
-10479    7266  0 0 
-10478    7266  0 0 
-10477    7266  0 0 
-10476    7742  0 0 
-10475    7708  0 0 
-10474    7708  0 0 
-10473    7708  0 0 
-10472    8157  0 0 
-10471    8131  0 0 
-10470    8131  0 0 
-10469    8131  0 0 
-10468    14303 0 0 
-10467    8543  0 0 
-10466    8543  0 0 
-10465    8543  0 0 
-10464    9211  0 0 
-10463    8945  0 0 
-10462    8945  0 0 
-10461    8945  0 0 
-10460    9973  0 0 
-10459    9333  0 0 
-10458    9333  0 0 
-10457    9333  0 0 
-10456    9725  0 0 
-10455    9720  0 0 
-10454    9720  0 0 
-10453    9720  0 0 
-10452    10236 0 0 
-10451    10092 0 0 
-10450    10092 0 0 
-10449    10092 0 0 
-10448    12285 0 0 
-10447    10461 0 0 
-10446    10461 0 0 
-10445    10461 0 0 
-10444    10975 0 0 
-10443    10819 0 0 
-10442    10819 0 0 
-10441    10819 0 0 
-10440    11055 0 0 
-10439    11181 0 0 
-10438    11181 0 0 
-10437    11181 0 0 
-10436    12221 0 0 
-10435    11536 0 0 
-10434    11536 0 0 
-10433    11536 0 0 
-10432    5917  0 0 
-10431    6029  0 0 
-10430    6029  0 0 
-10429    6029  0 0 
-10428    8189  0 0 
-10427    6266  0 0 
-10426    6266  0 0 
-10425    6266  0 0 
-10424    6779  0 0 
-10423    6755  0 0 
-10422    6755  0 0 
-10421    6755  0 0 
-10420    7795  0 0 
-10419    7248  0 0 
-10418    7248  0 0 
-10417    7248  0 0 
-10416    7737  0 0 
-10415    7721  0 0 
-10414    7721  0 0 
-10413    7721  0 0 
-10412    8057  0 0 
-10411    8186  0 0 
-10410    8186  0 0 
-10409    8186  0 0 
-10408    14271 0 0 
-10407    8629  0 0 
-10406    8629  0 0 
-10405    8629  0 0 
-10404    9213  0 0 
-10403    9064  0 0 
-10402    9064  0 0 
-10401    9064  0 0 
-10400    9996  0 0 
-10399    9486  0 0 
-10398    9486  0 0 
-10397    9486  0 0 
-10396    10027 0 0 
-10395    9899  0 0 
-10394    9899  0 0 
-10393    9899  0 0 
-10392    11967 0 0 
-10391    10302 0 0 
-10390    10302 0 0 
-10389    10302 0 0 
-10388    10702 0 0 
-10387    10694 0 0 
-10386    10694 0 0 
-10385    10694 0 0 
-10384    11222 0 0 
-10383    11088 0 0 
-10382    11088 0 0 
-10381    11088 0 0 
-10380    8177  0 0 
-10379    5619  0 0 
-10378    5619  0 0 
-10377    5619  0 0 
-10376    6143  0 0 
-10375    5886  0 0 
-10374    5886  0 0 
-10373    5886  0 0 
-10372    8095  0 0 
-10371    6407  0 0 
-10370    6407  0 0 
-10369    6407  0 0 
-10368    6943  0 0 
-10367    6937  0 0 
-10366    6937  0 0 
-10365    6937  0 0 
-10364    7965  0 0 
-10363    7445  0 0 
-10362    7445  0 0 
-10361    7445  0 0 
-10360    8053  0 0 
-10359    7927  0 0 
-10358    7927  0 0 
-10357    7927  0 0 
-10356    14071 0 0 
-10355    8401  0 0 
-10354    8401  0 0 
-10353    8401  0 0 
-10352    8881  0 0 
-10351    8865  0 0 
-10350    8865  0 0 
-10349    8865  0 0 
-10348    9981  0 0 
-10347    9310  0 0 
-10346    9310  0 0 
-10345    9310  0 0 
-10344    9759  0 0 
-10343    9749  0 0 
-10342    9749  0 0 
-10341    9749  0 0 
-10340    10197 0 0 
-10339    10176 0 0 
-10338    10176 0 0 
-10337    10176 0 0 
-10336    12261 0 0 
-10335    10597 0 0 
-10334    10597 0 0 
-10333    10597 0 0 
-10332    11013 0 0 
-10331    11008 0 0 
-10330    11008 0 0 
-10329    11008 0 0 
-10328    12176 0 0 
-10327    11408 0 0 
-10326    11408 0 0 
-10325    11408 0 0 
-10324    6097  0 0 
-10323    5955  0 0 
-10322    5955  0 0 
-10321    5955  0 0 
-10320    8031  0 0 
-10319    6237  0 0 
-10318    6237  0 0 
-10317    6237  0 0 
-10316    6769  0 0 
-10315    6769  0 0 
-10314    6769  0 0 
-10313    6769  0 0 
-10312    7837  0 0 
-10311    7310  0 0 
-10310    7310  0 0 
-10309    7310  0 0 
-10308    7830  0 0 
-10307    7830  0 0 
-10306    7830  0 0 
-10305    7830  0 0 
-10304    13974 0 0 
-10303    8326  0 0 
-10302    8326  0 0 
-10301    8326  0 0 
-10300    8935  0 0 
-10299    8807  0 0 
-10298    8807  0 0 
-10297    8807  0 0 
-10296    9791  0 0 
-10295    9275  0 0 
-10294    9275  0 0 
-10293    9275  0 0 
-10292    9755  0 0 
-10291    9729  0 0 
-10290    9729  0 0 
-10289    9729  0 0 
-10288    10041 0 0 
-10287    10171 0 0 
-10286    10171 0 0 
-10285    10171 0 0 
-10284    12283 0 0 
-10283    10609 0 0 
-10282    10609 0 0 
-10281    10609 0 0 
-10280    11033 0 0 
-10279    11035 0 0 
-10278    11035 0 0 
-10277    11035 0 0 
-10276    8155  0 0 
-10275    5585  0 0 
-10274    5585  0 0 
-10273    5585  0 0 
-10272    6037  0 0 
-10271    5893  0 0 
-10270    5893  0 0 
-10269    5893  0 0 
